"","X.7","compound","CAS","Ka","Fa","method.KaFa","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","Clint","unit.Clint","method.Clint","reference.Clint","original.reference.Clint","conc.enzymes.Clint","unit.conc.enzymes.Clint","X","X.1","X.2","X.3","X.4","X.5","X.6","scaling.factor","Fuinc","method.Fuinc","SMILES","dose","dose.units","Cmax","Cmax.units","Cmax.dose","reference","original.reference","link","note","rownr","time","Aad","Abo","Abr","Agu","Ahe","Aki","Ali","Alu","Amu","Ask","Asp","Ate","Ave","Aar","Are","D","AliClearance","AkiClearance","ERROR","MASSBBAL","Calculated","Cplasmavenous","Cadipose","Cbone","Cbrain","Cgut","Cheart","Ckidney","Cliver","Clung","Cmuscle","Cskin","Cspleen","Cgonads","Cvenous","Carterial"
"109",4281,"Diazepam","439-14-5",2.28488357868687,0.994136300703724,"in silico",NA,0.013,0.0256663376110563,"in vitro","httk","Obach 1999","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,1.43198862747319,1.40812108021899,1.38498028388646,1.23916958190046,1.88952585128333,1.03675606653695,1.08421398768683,0.492413040858369,0.624957515515593,0.969783242213581,0.720415981650856,"Berezhkovskiy",26.91857445,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",0.071,"mg/kg bw",0.1392,"mg/L",1.949,"Ogata1982b","Ogata1982b","https://www.ncbi.nlm.nih.gov/pubmed/7076346","Formulation B * It looks like it's the same data as above, just that above they split the analysis based on the gastric acidity of the subjects * have the PDF",8,1.7,0.0267394238265869,0.0247759403459566,0.0019233968860848,0.00880694644960932,0.00222067418688609,0.00254397373384212,0.0104616818786913,0.000683973717648736,0.0813993302603208,0.0426833769641382,0.000461828803848686,0.00200226262932883,0.0114594574214208,0.00574305430915444,0.00763177073661116,0.00511043568267938,0.0123571549947316,0.00152939234837744,5.59502489692277e-12,1.00000000000001,0.248534075175917,1.06848087845415,1.52796707580497,1.50385070385169,1.47953606621908,1.35491483840143,2.01879471535099,1.1060755364531,1.16240909763236,0.526133628960566,0.667207625084596,1.03099944357822,0.769714673081144,0.667420876442943,1.06848087845415,1.0684752203078
"110",4418,"Diazepam","439-14-5",2.28488357868687,0.994136300703724,"in silico","ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",1.177570093,"ul/min/10^6 cells","hep","httk","Wood 2017",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.734,"in silico","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",0.071,"mg/kg bw",0.166,"mg/L",2.324,"Divoll1981","Divoll1981","https://www.karger.com/Article/Abstract/137498","data from abstract ",10,0.9,0.0293596801592902,0.0341269765990234,0.00255980600282544,0.0199410768426431,0.0032771972328842,0.00306568588716406,0.0161460576583572,0.000224919540243869,0.0604144327094561,0.0306771785260646,0.000345470374512135,0.00154334028750229,0.00260484589344382,0.00130548033447686,0.00607219155787794,0.0317910522792069,0.00358351486198519,0.00149516842898136,-3.12696002223229e-12,0.999999999999992,0.248534075175939,0.242876073980776,1.6776960091023,2.07144015775559,1.96908154063496,3.06785797579125,2.97927021171291,1.33290690746264,1.79400640648414,0.173015030956822,0.495200268110296,0.740994650388034,0.575783957520225,0.514446762500765,0.242876073980776,0.242880062228254
"111",4548,"Diazepam","439-14-5",2.28488357868687,0.994136300703724,"in silico",NA,0.013,0.0256663376110563,"in vitro","httk","Obach 1999","monoproticBase",2.96,NA,2.803270835,2.803255243,"ADMET","no",0.999963693512732,0,3.63064872681562e-05,3,0.632374393215798,0.621335683145224,0.519663077445411,0.443174830684255,0.765269593475019,0.348655704111869,0.343939547093178,0.0489118814165298,0.140056782350106,0.431197724362063,0.151554939209125,"RodgersRowland",1.177570093,"ul/min/10^6 cells","hep","httk","Wood 2017",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.79,"in silico","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",0.214,"mg/kg bw",0.244,"mg/L",1.139,"Locniskar1984","Locniskar1984","https://www.ncbi.nlm.nih.gov/pubmed/6747022","eleven subjects, average bodyweight 70.9 kg *have PDF",2,1.9,0.0314261121793706,0.0290727894724422,0.00191877393450551,0.00822643023068459,0.00239097358829722,0.00227429649230379,0.00880293822297795,0.000180606046848092,0.0485302995143804,0.0506729328532938,0.000258281049230983,0.00119338858530985,0.0304629446731053,0.0152669309715296,0.00454694400094217,0.00323591181044132,0.00553807514815188,0.00453544640207517,1.63607015448939e-11,1.00000000000004,0.24853407517589,2.84036780168814,1.79577783882117,1.76466096949573,1.47597994961962,1.26560465087455,2.17361235299747,0.988824561871213,0.97810424699755,0.138927728344686,0.397789340281806,1.22398388534526,0.430468415384972,0.397796195103284,2.84036780168814,2.84035925051713
"112",4809,"Diazepam","439-14-5",2.28488357868687,0.994136300703724,"in silico","ADMET",0.142599150964733,0.249604860714857,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.96,NA,2.803270835,2.803255243,"ADMET","no",0.999963693512732,0,3.63064872681562e-05,3,17.0657060061601,1.71327956867911,2.55552609174503,1.45951720298349,2.18596232343903,1.31423448989645,1.2080858500451,0.394784177366291,0.666788166269261,2.22799287344587,0.723589744320363,"Schmitt",0,"ul/min/mg S9","S9","this work","this work",4,"mg S9/ml",NA,NA,NA,NA,NA,NA,NA,121,0.371,"in silico","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",0.071,"mg/kg bw",0.107,"mg/L",1.498,"Yamazaki2007","Yamazaki2007","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2007.00795.x","fed",9,0.6,0.0563820898414322,0.0149638569751543,0.0017650995033246,0.00801527712941796,0.001283654262293,0.00158776585333292,0.00724569995392309,0.000274108082593529,0.0429356013326101,0.0341728682540902,0.000231817586091098,0.00106181426058998,0.00572818262184978,0.00287070191608109,0.0040679237691021,0.0630955262739816,0,0.00285208756006257,3.5736685968369e-13,1,0.24853407517593,0.534096281757555,3.2218337052247,0.908276599402387,1.35776884871123,1.23311955837199,1.16695842026636,0.690332979709966,0.805077772658121,0.210852371225792,0.351931158464017,0.825431600340344,0.386362643485164,0.353938086863327,0.534096281757555,0.534084077410435
"113",5104,"Diazepam","439-14-5",2.28488357868687,0.994136300703724,"in silico",NA,0.013,0.0256663376110563,"in vitro","httk","Obach 1999","monoproticBase",2.96,NA,2.803270835,2.803255243,"ADMET","no",0.999963693512732,0,3.63064872681562e-05,3,1.55578891304162,0.15619051195008,0.232973611469129,0.133056357702143,0.19928246425349,0.119811711732276,0.11013470938877,0.0359903566819346,0.0607875019090694,0.20311416413664,0.0659657972191652,"Schmitt",26.91857445,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",0.143,"mg/kg bw",0.394,"mg/L",2.758,"Locniskar1989","Locniskar1989","https://onlinelibrary.wiley.com/doi/pdf/10.1002/bdd.2510100609","Valium * info from abstract",3,1.3,0.085992438077662,0.00815095756695643,0.000959351527535125,0.00279167575520953,0.000694358928789425,0.000871562129420265,0.00314445567974614,0.00014819948170774,0.0234911186152208,0.0266306844158477,0.00012536938749065,0.000577648506888994,0.0339714792948128,0.0170254359554884,0.00220081381254496,0.0127462325182946,0.0256296749690581,0.00338261855324089,6.5666160466878e-12,1.00000000000002,0.248534075175915,3.16750389695224,4.91385360443783,0.494747045035292,0.737962713488557,0.429488577724544,0.631235389808568,0.378940056269681,0.349383964416238,0.113999601313646,0.192550152583777,0.643253246759607,0.208948979151083,0.192549502296331,3.16750389695224,3.16752296846296
"114",5321,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico","ADMET",0.00915841200276048,0.0181505933931321,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",3.87,-0.32,4.434471232,1.172827832,"ADMET","no",0.000295033852002358,0.999704966147996,1.90546068923325e-08,6,27.1824736442079,10.1650906892187,8.58455255216358,7.44801897023052,12.9104622046656,5.72774786017166,6.22167747632917,0.984243394144095,2.25310531692729,5.49828584090686,2.909394578707,"Berezhkovskiy",15.92612825,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",1.429,"mg/kg bw",1.73,"mg/L",1.211,"Bedada2015","Bedada2015","https://onlinelibrary.wiley.com/doi/full/10.1002/ptr.5539","",11,1,0.0374740287922428,0.0318842243572874,0.0023854046801272,0.019213767924699,0.00309938040425305,0.00287872119456308,0.0167572943853293,0.000279889445714525,0.0564734046370422,0.0273688804113751,0.000381772496373938,0.00143600862012314,0.00234604856536425,0.00117577160178621,0.0056285157361029,0.0372864160499081,0.000981563601852715,0.000121936192115796,8.98336706625692e-14,1,0.247173029096261,0.21874578698035,2.14137307384245,1.93530952092791,1.83492667702092,2.95596429610754,2.81761854932095,1.2516179106796,1.86192159836993,0.215299573626558,0.462896759320018,0.661084067907612,0.636287493956563,0.478669540041048,0.21874578698035,0.21874820498348
"115",5537,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0908856483812831,5.5348220592429,4.77644303059602,4.16383871128776,7.08248487206592,3.24593414453836,3.50387683890804,0.722130226688215,1.39041442346497,3.10260743977739,1.75009087408507,"Berezhkovskiy",15.92612825,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",1.429,"mg/kg bw",1.522,"mg/L",1.065,"Rajnarayana2007","Rajnarayana2007","https://www.ncbi.nlm.nih.gov/pubmed/17708066","",2,2.7,0.000762029475599294,0.0436677463274154,0.00297480999738488,0.0131437032964768,0.00373263477303416,0.00357484123998049,0.0151769509341339,0.000449776082473311,0.0812526440111675,0.0604498049383241,0.000503096214684839,0.00199828643612868,0.00513848095604476,0.00257523060416216,0.00761428233221269,0.00149654214818109,0.00221545941328922,0.00044670991556439,1.3250466422729e-12,1,0.247173029096258,0.479112443454057,0.0435445414628168,2.65054605932719,2.28831538260376,2.02210819945797,3.39330433912196,1.55427879999152,1.68632788157044,0.345981601902547,0.666005278780061,1.46014021590155,0.838493691141399,0.666095478709558,0.479112443454057,0.479112670541798
"116",5641,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico","ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",143.2,"ul/min/mg S9","S9","this work","this work",0.125,"mg S9/ml",NA,NA,NA,NA,NA,NA,NA,121,0.987,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",0.714,"mg/kg bw",1.136,"mg/L",1.59,"Yilmaz2011","Yilmaz2011","https://pdfs.semanticscholar.org/b6a4/4936195f7db65f12cc0bf30be6fcfaf139af.pdf","",10,0.4,0.00113672952365383,0.00173311557438055,8.03064656231297e-05,0.00123277163455069,0.000180201931338245,0.000300792080599965,0.000817158074196747,0.000256411759647587,0.00817320343183272,0.0107999615619904,5.85186842964111e-05,0.000200977546150427,0.0237041723965507,0.0118804240701535,0.000765680556186301,0.11599012413181,0.0693131508412585,0.00054932883203806,1.50471398359803e-12,1,0.247173029096257,2.21017924443363,0.064955972780219,0.105196696472264,0.0617742043254844,0.18965717454626,0.163819937580223,0.130779165478246,0.0907953415774163,0.197239815113528,0.0669934707527272,0.260868636763053,0.0975311404940186,0.0669925153834758,2.21017924443363,2.21031145491227
"117",5706,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","zwitterionic",3.87,-0.32,4.434471232,1.172827832,"ADMET","no",0.000295033852002358,0.999704966147996,1.90546068923325e-08,6,0.0248193088240946,0.0437696347059324,0.0235199986018471,0.0670154091482056,0.0683341414080404,0.0554414408778748,0.0376185740243625,0.0866926406671955,0.0278162148763343,0.114209891465105,0.0412786284736262,"RodgersRowland",143.2,"ul/min/mg S9","S9","this work","this work",0.125,"mg S9/ml",NA,NA,NA,NA,NA,NA,NA,121,0.986,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",1.429,"mg/kg bw",0.821,"mg/L",0.575,"Sahajwalla1991","Sahajwalla1991","https://www.ncbi.nlm.nih.gov/pubmed/1800501","Voltaren Retard (other formulations excluded)",6,0.6,0.00148232801696575,0.00246100537045131,0.000104337548242141,0.00162179003853963,0.000256499776663821,0.000434868545194429,0.0011526443388495,0.000384502725984835,0.011583666938674,0.0161555506525095,8.4515672073889e-05,0.000284820248026715,0.0365906243935677,0.0183406084558092,0.00108496130798048,0.0794567906314648,0.0750835585968039,0.000609955838460453,-4.49168353312846e-13,0.999999999999999,0.247173029096262,3.41171323016949,0.0847044581123286,0.149378171195831,0.0802596524939549,0.249506159775327,0.233181615148928,0.189073280519317,0.1280715932055,0.295771327680642,0.0949480896612619,0.390230692089602,0.140859453456482,0.0949400826755718,3.41171323016949,3.41220622433659
"118",5867,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico","ADMET",0.00915841200276048,0.0181505933931321,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",3.87,-0.32,4.434471232,1.172827832,"ADMET","no",0.000295033852002358,0.999704966147996,1.90546068923325e-08,6,0.204361874070684,0.0353510348824476,0.240906022465238,0.0696930140916658,0.0553610825730413,0.089923346698997,0.0698796384207884,0.0462087162531371,0.0596334288534116,0.237024566957898,0.0661879332356985,"Schmitt",15.92612825,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",1.429,"mg/kg bw",0.821,"mg/L",0.575,"Sahajwalla1991","Sahajwalla1991","https://www.ncbi.nlm.nih.gov/pubmed/1800501","Voltaren Retard (other formulations excluded)",9,1.6,0.0187803576873009,0.00305881786043268,0.00164475553619433,0.00240041571697822,0.000319835745732574,0.00108510732900765,0.00330651848151229,0.000315502492063343,0.0382077334241966,0.0515005049907079,0.000208572966784598,0.000939551976275975,0.0563291098614135,0.0282299101523218,0.00357982116240491,0.0119862306881368,0.0205749099550532,0.0047053730697802,-1.47439511974942e-11,0.999999999999964,0.247173029096297,5.25213145560965,1.07316329641719,0.185664210041437,1.26519656630333,0.369294725688957,0.290759768847794,0.471785795220717,0.367390942390255,0.24269422466411,0.313178142821284,1.24397355050019,0.347621611307663,0.313183992091992,5.25213145560965,5.2520763074087
"119",5968,"Diclofenac","15307-86-5",1.8914589330876,0.988692116385044,"in silico",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","zwitterionic",3.87,-0.32,4.434471232,1.172827832,"ADMET","no",0.000295033852002358,0.999704966147996,1.90546068923325e-08,6,0.111570583420514,0.0192997622687166,0.131521721447247,0.0380486344524899,0.0302241712626352,0.0490933071540638,0.0381505212910959,0.0252274718800645,0.0325566423717546,0.129402655660422,0.036135048966867,"Schmitt",61.4953271,"ul/min/10^6 cells","hep","httk","Wood 2017",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.934,"in silico","OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",0.179,"mg/kg bw",0.334,"mg/L",1.87,"Hinz2004","Hinz2004","https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2125.2005.02226.x","",5,0.8,0.00900546123226363,0.00146697196180291,0.000788773504823334,0.00119360677259009,0.000153390767647094,0.000520658249746596,0.00158635958009369,0.000151317515305838,0.0183228356426687,0.0246799396598579,0.000100029541642476,0.000450579198080761,0.0494845379979264,0.024798950141875,0.00171683561358106,0.0544303532482613,0.0572585598461771,0.00106386862190684,4.16603647697664e-12,1.00000000000001,0.247173029096251,4.6139429368696,0.514597784700779,0.0890423042065497,0.606748849864103,0.183631811167706,0.139446152406449,0.226373152063737,0.176262175565965,0.116398088696798,0.150187177398923,0.596133808209129,0.16671590273746,0.15019306602692,4.6139429368696,4.61375816593023
"120",6108,"Diltiazem","42399-41-7",1.69343455112535,0.983866067853134,"in silico","ADMET",0.182431172370179,0.308569626094171,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",8.33,NA,3.649400586,2.672439007,"ADMET","no",0.10513721035592,0,0.89486278964408,3,4.57158808998598,15.5021570208206,12.9839101963544,11.2428508443968,19.6328254870408,8.59927598934762,9.36456580080887,1.3018897437441,3.26109765562019,8.2688792752936,4.25982166074161,"Berezhkovskiy",4.906542056,"ul/min/10^6 cells","hep","httk","Wood 2017",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.598,"in silico","COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O",2.571,"mg/kg bw",0.17012,"mg/L",0.0662,"Emara2017","Emara2017","https://www.tandfonline.com/doi/pdf/10.1080/10837450.2017.1341523?needAccess=true","reference product: Tildiem Retard, Sanofi Winthrop Industrie, France",6,1.2,0.0119179917528986,0.0323316236261319,0.00255539212045432,0.0224889884192142,0.00341210215907982,0.00307592054562799,0.0177956614702353,0.000268902711641277,0.0569395296970294,0.0252580775038391,0.000405795984217639,0.00147373400781417,0.00170401951236703,0.000853998438577859,0.00591016341295383,0.0322356795191991,0.0252700863500726,0.002068849731926,1.37668340671434e-12,1,0.24596651696328,0.15888293821604,0.681028100165634,1.96246577396855,1.96568624650332,3.4598443721868,3.10191105370893,1.33735675896869,1.97729571891504,0.206848239724059,0.466717456533028,0.610098490430895,0.676326640362732,0.491244669271389,0.15888293821604,0.15888343043309
"121",6196,"Diltiazem","42399-41-7",1.69343455112535,0.983866067853134,"in silico","ADMET",0.182431172370179,0.308569626094171,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",8.33,NA,3.649400586,2.672439007,"ADMET","no",0.10513721035592,0,0.89486278964408,3,21.6270565161722,8.14322977927189,46.1108379409411,11.7585740160929,14.267611559823,11.5235695919708,8.90966052368177,3.4604901724844,5.45031796231947,32.2755481766417,5.57852031291097,"RodgersRowland",4.906542056,"ul/min/10^6 cells","hep","httk","Wood 2017",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.598,"in silico","COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O",4.286,"mg/kg bw",0.1017,"mg/L",0.0237,"Quiroga2001","Quiroga2001","https://www.tandfonline.com/doi/pdf/10.1081/DDC-100108372?needAccess=true","reference formulation (test formulation excluded)",2,0.8,0.0156747857628675,0.0139586293169486,0.00336909203948885,0.031544418397948,0.00193363866973571,0.00323044534898551,0.0189747060649672,0.000561669154451844,0.0492160661514996,0.0158819442473851,0.000414698971855956,0.0014160234531467,0.00133907911150449,0.000671067672878574,0.00750552831120586,0.0634624118011523,0.0158093169249103,0.00100299556235149,-6.77057413138197e-14,1,0.245966516963284,0.12485586121254,0.89570204359243,0.847261263547714,2.59160926114527,4.85298744583816,1.75785333612338,1.40454145608066,2.10830067388524,0.432053195732188,0.40341037829098,0.383621841724278,0.69116495309326,0.472007817715566,0.12485586121254,0.124849799605316
"122",6326,"Diltiazem","42399-41-7",1.69343455112535,0.983866067853134,"in silico","ChemAxon",0.360529643414501,0.529984253058515,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,11.3347551889138,1.48232455416503,21.1704677524979,4.25372116146477,3.92783256071556,4.79421261459692,3.43528755127483,2.0655257114924,2.6784655578182,15.5578305252127,2.75595791745731,"Schmitt",22.91315647,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O",1.286,"mg/kg bw",0.102,"mg/L",0.0793,"Sirisuth2002","Sirisuth2002","https://onlinelibrary.wiley.com/doi/epdf/10.1002/bdd.270","fast release (slow and moderate release excluded)",3,0.6,0.0167442090731934,0.00436994999880966,0.00324485878800242,0.0144580213833315,0.000776393101644672,0.00190036866259926,0.00881435015398515,0.000483186602599667,0.0455393783185745,0.0182377846763257,0.000296854102275054,0.00123923099299503,0.00192994720419507,0.000967172999257145,0.00546170434943525,0.0890443614603861,0.0300997818726392,0.00235896322303602,-5.52930220729528e-13,0.999999999999999,0.245966516963285,0.179948457267606,0.956811947039623,0.265247344389054,2.49604522154032,2.224310982051,0.705811910586065,0.826247244608374,0.979372239331684,0.371682001999744,0.373273592775201,0.44052619991125,0.49475683712509,0.413076997665008,0.179948457267606,0.179939162652492
"123",6332,"Diltiazem","42399-41-7",1.69343455112535,0.983866067853134,"in silico","ChemAxon",0.360529643414501,0.529984253058515,"in silico","LobellSivarajah","LobellSivarajah","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,11.3347551889138,1.48232455416503,21.1704677524979,4.25372116146477,3.92783256071556,4.79421261459692,3.43528755127483,2.0655257114924,2.6784655578182,15.5578305252127,2.75595791745731,"Schmitt",22.91315647,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O",3.857,"mg/kg bw",0.191,"mg/L",0.0495,"Yan2013","Yan2013","http://www.scielo.br/pdf/bjps/v49n1/a04v49n1.pdf","Chinese subjects",12,0.6,0.0167442090731934,0.00436994999880966,0.00324485878800242,0.0144580213833315,0.000776393101644672,0.00190036866259926,0.00881435015398515,0.000483186602599667,0.0455393783185745,0.0182377846763257,0.000296854102275054,0.00123923099299503,0.00192994720419507,0.000967172999257145,0.00546170434943525,0.0890443614603861,0.0300997818726392,0.00235896322303602,-5.52930220729528e-13,0.999999999999999,0.245966516963285,0.179948457267606,0.956811947039623,0.265247344389054,2.49604522154032,2.224310982051,0.705811910586065,0.826247244608374,0.979372239331684,0.371682001999744,0.373273592775201,0.44052619991125,0.49475683712509,0.413076997665008,0.179948457267606,0.179939162652492
"124",6394,"Disopyramide","50-47-5",2.78340547028497,0.997236786253229,"in silico","ADMET",0.0312881598455174,0.0606778222882036,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",2.6,9.67,4.390222043,2.121484452,"ADMET","no",0.997041719232496,0,0.00295828076750437,5,65.3632127685513,15.2843496063155,12.795381780027,11.0795535505735,19.3541824117163,8.47226617648588,9.22706840870168,1.27490407920289,3.20766261726676,8.1474801612074,4.19191958673033,"Berezhkovskiy",0.46,"ul/min/10^6 cells","hep","httk","Pirovano 2016",1,"10^6 cell/ml",NA,NA,NA,NA,NA,NA,NA,117.5,0.88,"in silico","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C",2.857,"mg/kg bw",3.445,"mg/L",1.21,"Roberto1988","Roberto1988","https://dokumen.tips/documents/disopyramide-pharmacokinetics-in-the-elderly-after-single-oral-administration.html","average  elderly and young",11,0.7,0.0243980715360425,0.0283212557031162,0.00263459355578249,0.0363021126087784,0.00391984844075621,0.00367644975115735,0.0285102856276969,0.00031353832131805,0.0545921542678371,0.0187448557159321,0.000475475900426827,0.00150533637329795,0.00202887453830407,0.00101691807224668,0.00688591764379086,0.035527611156882,0.000225454662550225,0.00023044268738647,1.92600780384148e-12,1,0.249309196563302,0.189172451123923,1.39417551634529,1.7190443522377,2.02661042752499,5.58494040135053,3.56349858250565,1.59845641354668,3.16780951418854,0.241183324090808,0.447476674326534,0.452774292655365,0.792459834044712,0.501778791099318,0.189172451123923,0.18919405995287
"125",6401,"Disopyramide","50-47-5",2.78340547028497,0.997236786253229,"in silico","ChemAxon",0.050860435788808,0.0967976984510424,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",0.04,10.02,3.9,1.37,"ChemAxon","no",0.999981759672546,0,1.8240327453789e-05,5,36.3931232070684,12.5430689451119,10.5441312727698,9.13828283499587,15.9053873971584,7.00653319353662,7.62140863407889,1.12484555416088,2.70141147802043,6.73219752027556,3.51024306913112,"Berezhkovskiy",66.10776255,"ul/min/mg microsomes","in silico","CYP_HLM_CLint","this work",0.001,"NA, 0.001 added so that it does not influence the calculations",NA,NA,NA,NA,NA,NA,NA,40,1,"in silico","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C",1.429,"mg/kg bw",2.5,"mg/L",1.75,"Dubetz1978","Dubetz1978","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1429451/pdf/brjclinpharm00288-0090.pdf","average disopyramide phosphate and base *cmax is based on figure of average all subjects",6,0.6,0.0208146599048453,0.0245633949898362,0.002267847733538,0.034323802502514,0.00334323814944737,0.00315144595168624,0.0243499907135438,0.000287900797016357,0.0477688083045134,0.0164330993818815,0.000413182689656212,0.00131545216313813,0.00211155128793821,0.00105826005037724,0.00601114763703189,0.046929695538767,0.0138351689832662,0.000330549784308841,5.56649654289446e-13,1,0.249309196563306,0.196881238968597,1.18940913741973,1.49094962002041,1.74449825656769,5.28058500038677,3.03930740858852,1.3701938920375,2.70555452372709,0.221462151551044,0.391547609053388,0.396934767678297,0.688637816093687,0.438484054379378,0.196881238968597,0.196885590767858
